loan_id,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage,LGD,EAD,balance_to_original_ratio,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,PD_12month,years_remaining,PD_lifetime,PD_used,ECL
913,2024-06-30,647,631,23632.8,20085.56,,13.38,19,1,1,6.2,,-16,Stage 2,0.409,20085.56,0.85,0,0,True,True,False,False,False,False,False,0.6252070407727923,4.483333333333333,0.9877209467404471,0.9877209467404471,8114.12
914,2022-07-05,656,634,3714.42,1524.69,,9.97,7,0,0,30.4,,-22,Stage 1,0.886,1524.69,0.41,0,0,True,False,True,False,True,False,False,0.43797259760051915,2.466666666666667,0.7586011795243326,0.43797259760051915,591.65
915,2022-02-03,764,758,13033.96,1303.4,,8.21,4,0,0,35.4,,-6,Stage 1,0.488,1303.4,0.1,0,0,True,True,False,False,False,False,False,0.13622080878420367,2.0500000000000003,0.2593285375778197,0.13622080878420367,86.64
916,2023-02-06,679,672,29040.82,15596.05,,9.85,9,0,0,23.2,,-7,Stage 1,0.615,15596.05,0.537,0,0,True,False,True,False,False,True,False,0.36334051718731486,3.0666666666666664,0.7495916631016906,0.36334051718731486,3485.01
917,2023-12-14,621,608,7732.15,5872.57,,11.53,27,0,0,12.8,,-13,Stage 1,0.9,5872.57,0.76,0,0,True,True,False,False,False,False,True,0.6629370437825394,3.9333333333333336,0.9861218993310189,0.6629370437825394,3503.83
918,2021-08-31,622,584,21711.89,2171.19,4352.17,4.16,26,0,0,40.6,0.499,-38,Stage 2,0.479,3261.68,0.1,0,1,False,True,False,False,False,False,False,0.6948580267127955,1.6166666666666667,0.8532387214850186,0.8532387214850186,1333.05
919,2024-02-08,664,639,42127.4,35404.99,88373.75,9.81,12,1,0,10.9,0.401,-25,Stage 2,0.801,61889.37,0.84,0,0,False,True,False,False,True,False,False,0.5258764234129861,4.091666666666667,0.9528093166302368,0.9528093166302368,47233.98
920,2022-09-16,694,683,5330.61,2425.31,,8.61,3,0,0,27.9,,-11,Stage 1,0.877,2425.31,0.455,0,0,True,False,False,False,True,False,False,0.26705591590445166,2.6750000000000003,0.5644234334797619,0.26705591590445166,568.03
921,2022-12-02,709,704,2900.85,2105.39,6067.46,7.41,4,0,0,25.4,0.347,-5,Stage 1,0.88,4086.42,0.726,0,0,False,True,False,False,True,False,False,0.27259110830180133,2.8833333333333333,0.6005507171406685,0.27259110830180133,980.25
922,2024-05-29,687,661,16152.45,12683.67,,5.59,9,0,0,7.2,,-26,Stage 1,0.822,12683.67,0.785,0,0,True,True,False,False,True,False,False,0.3336139453773504,4.4,0.8323537048537957,0.3336139453773504,3478.25
923,2022-07-18,629,602,11498.33,1437.99,2983.01,3.36,24,0,0,29.9,0.482,-27,Stage 1,0.487,2210.5,0.125,0,0,False,False,True,False,False,False,False,0.6331812874523783,2.5083333333333333,0.9191836681168937,0.6331812874523783,681.63
924,2021-06-11,654,641,33704.85,3370.48,5205.29,7.45,15,0,0,43.3,0.648,-13,Stage 1,0.868,4287.88,0.1,0,0,False,True,False,False,True,False,False,0.5029087136638696,1.391666666666667,0.6219577761969547,0.5029087136638696,1871.77
925,2021-02-04,724,722,4402.03,440.2,,7.21,0,0,0,47.6,,-2,Stage 1,0.698,440.2,0.1,0,0,True,True,False,False,False,True,False,0.21228084430275249,1.0333333333333332,0.21852134512862742,0.21228084430275249,65.23
926,2023-08-24,611,591,28187.05,15128.27,,11.83,36,0,0,16.5,,-20,Stage 2,0.816,15128.27,0.537,0,0,True,False,False,True,True,False,False,0.7106620408194202,3.625,0.9888417875682846,0.9888417875682846,12206.92
927,2021-02-06,652,632,11085.97,4918.47,,12.39,16,0,0,47.5,,-20,Stage 1,0.657,4918.47,0.444,0,0,True,False,False,False,False,True,False,0.46334011006252285,1.0416666666666665,0.47707837596059677,0.46334011006252285,1497.25
928,2023-04-26,715,695,6732.09,4762.02,,6.44,1,1,0,20.5,,-20,Stage 2,0.458,4762.02,0.707,0,0,True,False,False,True,False,False,False,0.23922765734094362,3.291666666666667,0.5934348902447807,0.5934348902447807,1294.28
929,2023-04-09,732,720,13104.63,6647.69,,6.41,0,0,0,21.1,,-12,Stage 1,0.646,6647.69,0.507,0,0,True,False,True,False,False,True,False,0.15317108109218713,3.2416666666666663,0.41663863305702153,0.15317108109218713,657.78
930,2022-09-15,668,662,9104.47,5527.24,,7.31,13,0,1,28.0,,-6,Stage 1,0.452,5527.24,0.607,0,0,True,False,False,False,False,False,False,0.44738548846738596,2.6666666666666665,0.7943512406188775,0.44738548846738596,1117.71
931,2024-10-25,655,646,12431.39,12121.85,,12.36,16,0,0,2.3,,-9,Stage 1,0.823,12121.85,0.975,0,0,True,False,False,False,True,False,False,0.4613323196229592,4.808333333333334,0.9489375770075564,0.4613323196229592,4602.38
932,2024-04-15,600,566,27269.47,22959.38,44264.81,6.99,35,1,0,8.7,0.519,-34,Stage 2,0.856,33612.1,0.842,0,1,False,False,False,True,False,False,True,0.7661364183621819,4.275,0.9979940731080367,0.9979940731080367,28714.24
933,2022-06-05,711,716,44646.85,4641.38,9064.83,14.89,5,0,0,31.4,0.512,5,Stage 1,0.659,6853.1,0.104,0,0,False,False,False,False,False,True,False,0.20513797428511646,2.3833333333333333,0.4214218849613718,0.20513797428511646,926.44
934,2024-07-22,759,747,11706.36,9803.55,,9.38,1,0,0,5.4,,-12,Stage 1,0.631,9803.55,0.837,0,0,True,False,False,True,False,True,False,0.10056585407529171,4.55,0.3826085112458152,0.10056585407529171,622.1
935,2021-04-15,833,840,17044.39,1808.33,,10.33,13,0,0,45.2,,7,Stage 1,0.933,1808.33,0.106,0,0,True,True,False,False,False,False,True,0.042455226921851254,1.233333333333333,0.052099226622428496,0.042455226921851254,71.63
936,2021-06-05,703,681,24560.17,2456.02,,7.59,0,1,0,43.5,,-22,Stage 2,0.476,2456.02,0.1,0,0,True,False,False,True,False,False,False,0.2720427445233603,1.375,0.3537573993082086,0.3537573993082086,413.57
937,2021-12-02,676,678,16862.19,6144.21,,13.86,8,0,0,37.5,,2,Stage 1,0.448,6144.21,0.364,0,0,True,False,False,False,False,False,False,0.41979987421654863,1.875,0.6396633721886013,0.41979987421654863,1155.54
938,2023-11-16,624,610,7154.41,5617.69,11193.29,10.3,16,0,0,13.7,0.502,-14,Stage 1,0.852,8405.49,0.785,0,0,False,False,False,False,True,False,False,0.5951581744464979,3.8583333333333334,0.9694665365160009,0.5951581744464979,4262.21
939,2021-10-23,567,539,15149.8,1514.98,,7.56,45,0,0,38.9,,-28,Stage 2,0.686,1514.98,0.1,0,0,True,False,True,False,False,True,False,0.8329437140009286,1.7583333333333333,0.9569935301595005,0.9569935301595005,994.58
940,2024-10-10,690,672,11461.87,10688.53,,5.04,5,0,0,2.8,,-18,Stage 1,0.428,10688.53,0.933,0,0,True,False,True,False,False,False,False,0.3286332002128039,4.766666666666667,0.8503160150091834,0.3286332002128039,1503.4
941,2023-06-05,821,847,1550.92,1121.31,,11.06,8,0,0,19.2,,26,Stage 1,0.89,1121.31,0.723,0,0,True,False,True,False,True,False,False,0.04971816421525544,3.4000000000000004,0.1591892508498466,0.04971816421525544,49.62
942,2021-03-10,756,757,1000.0,305.72,,7.08,1,0,0,46.4,,1,Stage 1,0.499,305.72,0.306,0,0,True,False,True,False,False,False,False,0.1504623972746751,1.1333333333333333,0.16873348334803828,0.1504623972746751,22.95
943,2024-09-12,746,760,15134.8,13769.8,,8.47,0,0,0,3.7,,14,Stage 1,0.869,13769.8,0.91,0,0,True,False,False,False,False,False,True,0.13488453526198843,4.691666666666666,0.49327475940306187,0.13488453526198843,1614.02
944,2021-05-31,694,683,5969.07,1284.64,2220.63,6.19,6,0,0,43.7,0.579,-11,Stage 1,0.938,1752.64,0.215,0,0,False,False,True,False,False,False,True,0.2989699266365915,1.358333333333333,0.38275305609423693,0.2989699266365915,491.5
945,2023-05-07,701,691,24921.67,14921.4,,6.23,5,0,0,20.2,,-10,Stage 1,0.866,14921.4,0.599,0,0,True,False,False,True,False,False,True,0.26531646977879036,3.3166666666666664,0.6403340355021376,0.26531646977879036,3428.4
946,2022-07-31,534,508,6895.41,1568.15,,7.17,78,0,1,29.5,,-26,Stage 2,0.885,1568.15,0.227,0,0,True,True,False,False,True,False,False,0.9395784190110504,2.5416666666666665,0.9992016440820567,0.9992016440820567,1386.7
947,2022-10-24,725,718,7982.59,2925.57,,8.81,2,0,0,26.7,,-7,Stage 1,0.672,2925.57,0.366,0,0,True,False,False,False,False,True,False,0.16436012863319047,2.775,0.392420445525399,0.16436012863319047,323.13
948,2024-09-05,645,628,20891.22,18514.78,37124.62,5.44,15,0,0,3.9,0.499,-17,Stage 1,0.86,27819.7,0.886,0,0,False,False,True,False,False,False,True,0.5238677056700526,4.675,0.968855833480361,0.5238677056700526,12533.5
949,2023-01-27,637,620,9657.07,3621.14,10009.34,8.24,17,0,0,23.5,0.362,-17,Stage 1,0.916,6815.24,0.375,0,0,False,False,False,False,False,False,True,0.5220169785705931,3.041666666666667,0.8941039900095662,0.5220169785705931,3258.83
950,2022-03-28,660,651,5731.94,2779.51,,6.84,26,0,0,33.7,,-9,Stage 1,0.473,2779.51,0.485,0,0,True,False,True,False,False,False,False,0.535466962194631,2.1916666666666664,0.8137006257174162,0.535466962194631,703.98
951,2022-07-24,658,633,18199.09,6800.31,,8.64,14,1,0,29.7,,-25,Stage 2,0.895,6800.31,0.374,0,0,True,False,False,False,False,False,True,0.4166372673715062,2.525,0.7435544482048475,0.7435544482048475,4525.48
952,2024-02-10,636,616,56021.99,46712.43,,11.75,12,0,0,10.9,,-20,Stage 1,0.6,46712.43,0.834,0,0,True,False,True,False,False,True,False,0.6144089338284467,4.091666666666667,0.9797432629465991,0.6144089338284467,17220.32
953,2022-09-27,680,660,6746.11,3722.31,,9.63,3,1,0,27.6,,-20,Stage 2,0.865,3722.31,0.552,0,0,True,True,False,False,True,False,False,0.3692151162677001,2.6999999999999997,0.7118096406226357,0.7118096406226357,2291.88
954,2021-12-28,646,633,22769.24,2276.92,4023.74,7.17,21,1,1,36.7,0.566,-13,Stage 2,0.928,3150.33,0.1,0,0,False,False,True,False,False,False,True,0.5248722345604752,1.9416666666666664,0.764238141247849,0.764238141247849,2234.25
955,2021-07-22,686,672,20071.0,5162.71,,8.86,11,0,0,42.0,,-14,Stage 1,0.855,5162.71,0.257,0,0,True,False,False,True,True,False,False,0.33601981850401763,1.5,0.4589558880415071,0.33601981850401763,1483.23
956,2022-05-02,590,558,48889.96,17774.94,,10.79,36,1,0,32.5,,-32,Stage 2,0.811,17774.94,0.364,0,1,True,False,False,False,True,False,False,0.7726002414531636,2.2916666666666665,0.9664280102734912,0.9664280102734912,13931.52
957,2021-01-04,667,665,28981.09,2898.11,,11.1,4,0,0,48.6,,-2,Stage 1,0.672,2898.11,0.1,0,0,True,False,False,False,False,True,False,0.3662986604408463,1.0,0.36629866044084625,0.3662986604408463,713.38
958,2024-02-27,614,602,12391.2,10059.3,,9.62,29,0,0,10.3,,-12,Stage 1,0.43,10059.3,0.812,0,0,True,False,False,True,False,False,False,0.7239139939297524,4.141666666666667,0.9951583632902073,0.7239139939297524,3131.29
959,2023-11-16,641,633,17890.09,13296.7,,14.39,11,0,0,13.7,,-8,Stage 1,0.42,13296.7,0.743,0,0,True,False,False,True,False,False,False,0.5920160388131663,3.8583333333333334,0.9685419892376381,0.5920160388131663,3306.18
960,2023-03-12,688,687,2295.83,1439.25,2507.14,6.35,4,1,0,22.0,0.574,-1,Stage 2,0.887,1973.2,0.627,0,0,False,True,False,False,True,False,False,0.3651022172542007,3.166666666666667,0.7627377017468707,0.7627377017468707,1334.97
961,2023-09-04,583,561,33693.74,23302.1,,10.58,53,0,0,16.2,,-22,Stage 2,0.856,23302.1,0.692,0,0,True,False,False,False,False,False,True,0.8181570346323074,3.6500000000000004,0.9980143978104893,0.9980143978104893,19906.99
962,2021-01-27,630,615,3718.0,371.8,,8.8,24,0,0,47.8,,-15,Stage 1,0.899,371.8,0.1,0,0,True,True,False,False,True,False,False,0.6494326399006339,1.016666666666667,0.6555038789444394,0.6494326399006339,217.07
963,2023-12-02,714,702,17741.45,12614.48,,12.06,2,0,0,13.2,,-12,Stage 1,0.422,12614.48,0.711,0,0,True,False,False,False,False,False,False,0.23739782913532217,3.9000000000000004,0.652493969826859,0.23739782913532217,1263.74
964,2023-08-23,595,582,17667.88,14349.49,,9.03,31,0,0,16.6,,-13,Stage 2,0.868,14349.49,0.812,0,0,True,False,False,False,False,False,True,0.741522223839396,3.6166666666666663,0.9925022560652195,0.9925022560652195,12361.97
965,2021-03-05,786,787,19993.04,8796.87,,15.25,4,0,0,46.6,,1,Stage 1,0.435,8796.87,0.44,0,0,True,True,False,False,False,False,False,0.11292841308304569,1.1166666666666667,0.12524349586988381,0.11292841308304569,432.14
966,2023-11-15,752,741,5524.59,4744.1,,9.27,2,0,0,13.8,,-11,Stage 1,0.658,4744.1,0.859,0,0,True,False,False,False,False,True,False,0.10343894496206205,3.8499999999999996,0.34320097494787305,0.10343894496206205,322.9
967,2021-03-13,650,636,12300.59,4287.35,9408.47,11.2,19,0,0,46.3,0.456,-14,Stage 1,0.461,6847.91,0.349,0,0,False,False,False,False,False,False,False,0.5561800833775158,1.141666666666667,0.6044259907202092,0.5561800833775158,1755.8
968,2023-06-19,632,607,21502.41,15674.46,,8.4,25,1,0,18.7,,-25,Stage 2,0.865,15674.46,0.729,0,0,True,True,False,False,False,False,True,0.6297504963234772,3.4416666666666664,0.9672733273382728,0.9672733273382728,13114.69
969,2021-09-25,692,688,20093.57,10945.43,,10.03,5,0,0,39.8,,-4,Stage 1,0.877,10945.43,0.545,0,0,True,False,True,False,False,False,True,0.3173504957774968,1.6833333333333336,0.47410433015064857,0.3173504957774968,3046.29
970,2021-04-05,593,574,46701.87,4670.19,,7.16,36,0,0,45.6,,-19,Stage 2,0.858,4670.19,0.1,0,0,True,True,False,False,True,False,False,0.767720318014009,1.1999999999999997,0.8265343581853173,0.8265343581853173,3311.94
971,2022-01-30,559,537,32220.96,4728.78,,10.29,54,0,0,35.6,,-22,Stage 2,0.908,4728.78,0.147,0,0,True,False,False,False,False,False,True,0.8513287208000643,2.033333333333333,0.9792574700571456,0.9792574700571456,4204.67
972,2023-05-19,652,619,11292.57,6699.11,12640.8,3.11,15,1,0,19.8,0.53,-33,Stage 2,0.645,9669.96,0.593,0,1,False,False,False,True,False,True,False,0.4772900202244371,3.3499999999999996,0.8861917742468349,0.8861917742468349,5527.29
973,2021-12-30,671,638,10983.71,1773.35,3613.97,7.39,10,0,0,36.6,0.491,-33,Stage 2,0.483,2693.66,0.161,0,1,False,False,True,False,False,False,False,0.43334313525937934,1.9499999999999997,0.6696500076886789,0.6696500076886789,871.24
974,2024-08-31,685,673,6486.27,5746.26,,6.93,9,0,0,4.1,,-12,Stage 1,0.851,5746.26,0.886,0,0,True,False,False,True,True,False,False,0.31738614699272805,4.658333333333333,0.8311378440642728,0.31738614699272805,1552.04
975,2021-04-27,643,625,20356.87,6976.33,,14.71,13,0,1,44.8,,-18,Stage 1,0.844,6976.33,0.343,0,0,True,False,True,False,True,False,False,0.5350671222298022,1.266666666666667,0.6209518971156073,0.5350671222298022,3150.49
976,2021-06-13,756,765,2324.68,407.11,,6.82,1,0,0,43.3,,9,Stage 1,0.948,407.11,0.175,0,0,True,False,False,True,False,False,True,0.1266111401045974,1.391666666666667,0.17171338415801862,0.1266111401045974,48.86
977,2023-05-27,590,557,2792.97,1801.75,,7.55,33,0,0,19.5,,-33,Stage 2,0.683,1801.75,0.645,0,1,True,False,True,False,False,True,False,0.7484966447940163,3.375,0.9905194121205552,0.9905194121205552,1218.93
978,2023-03-01,611,577,18904.8,7705.83,,6.71,31,0,0,22.4,,-34,Stage 2,0.84,7705.83,0.408,0,1,True,True,False,False,True,False,False,0.7114844586490511,3.1333333333333337,0.9796516032019014,0.9796516032019014,6341.18
979,2022-07-31,709,691,26680.48,13971.99,,10.23,4,0,0,29.5,,-18,Stage 1,0.618,13971.99,0.524,0,0,True,False,True,False,False,True,False,0.23062477469029993,2.5416666666666665,0.4864281017622808,0.23062477469029993,1991.37
980,2021-11-02,610,575,7326.51,2391.21,,8.0,22,0,1,38.5,,-35,Stage 2,0.677,2391.21,0.326,0,1,True,False,True,False,False,True,False,0.6636883162370283,1.7916666666666665,0.8580683222022202,0.8580683222022202,1389.08
981,2023-02-11,607,578,21742.72,14823.69,,7.63,32,0,0,23.0,,-29,Stage 2,0.416,14823.69,0.682,0,0,True,False,True,False,False,False,False,0.748662676254435,3.083333333333333,0.9858488291390053,0.9858488291390053,6079.39
982,2021-07-19,687,662,36204.06,20011.46,60030.45,15.42,5,0,0,42.1,0.333,-25,Stage 1,0.409,40020.96,0.553,0,0,False,False,False,False,False,False,False,0.3689102503503676,1.4916666666666667,0.4967281992962306,0.3689102503503676,6038.53
983,2021-06-29,616,594,25375.44,2537.54,,9.46,24,0,0,42.7,,-22,Stage 1,0.476,2537.54,0.1,0,0,True,False,False,True,False,False,False,0.6844185478908905,1.4416666666666664,0.810379318606805,0.6844185478908905,826.69
984,2021-12-24,672,657,16995.19,1699.52,,11.03,12,1,0,36.8,,-15,Stage 2,0.684,1699.52,0.1,0,0,True,True,False,False,False,True,False,0.40872275630826965,1.9333333333333336,0.6379269070879354,0.6379269070879354,741.57
985,2023-01-10,638,611,18595.26,6979.92,19524.98,10.22,15,0,0,24.1,0.357,-27,Stage 1,0.444,13252.45,0.375,0,0,False,False,False,True,False,False,False,0.5819795229438705,2.9916666666666667,0.9264217665354739,0.5819795229438705,3424.42
986,2024-06-29,628,596,20972.65,18990.8,,6.48,26,0,0,6.2,,-32,Stage 2,0.81,18990.8,0.906,0,1,True,False,False,True,True,False,False,0.6281161173594177,4.483333333333333,0.9881425041356331,0.9881425041356331,15200.15
987,2024-08-15,553,510,14325.6,13481.64,,7.26,62,0,0,4.6,,-43,Stage 2,0.819,13481.64,0.941,0,1,True,True,False,False,True,False,False,0.9035229048875549,4.616666666666667,0.9999795155106372,0.9999795155106372,11041.24
988,2022-03-06,688,651,9309.07,2259.63,,5.64,6,0,0,34.4,,-37,Stage 2,0.928,2259.63,0.243,0,1,True,False,False,False,False,False,True,0.266091484234748,2.1333333333333333,0.48314414041516884,0.48314414041516884,1013.12
989,2023-10-25,605,573,14893.27,10701.82,,5.31,45,0,1,14.5,,-32,Stage 2,0.628,10701.82,0.719,0,1,True,False,True,False,False,True,False,0.7309924102796695,3.791666666666667,0.9931157411964417,0.9931157411964417,6674.48
990,2022-10-15,669,648,8872.21,5306.46,15282.15,9.1,5,0,0,27.0,0.347,-21,Stage 1,0.454,10294.3,0.598,0,0,False,False,False,False,False,False,False,0.4113362988087177,2.75,0.7671185181253042,0.4113362988087177,1922.43
991,2022-11-09,649,610,25837.25,8606.07,21347.12,9.3,24,0,0,26.1,0.403,-39,Stage 2,0.836,14976.6,0.333,0,1,False,False,False,False,True,False,False,0.4866020183362368,2.8249999999999997,0.8479336949431453,0.8479336949431453,10616.5
992,2021-09-11,667,664,14377.59,6885.33,,8.62,9,0,0,40.3,,-3,Stage 1,0.644,6885.33,0.479,0,0,True,False,True,False,False,True,False,0.421871928137485,1.641666666666667,0.5932544333130859,0.421871928137485,1870.64
993,2023-07-30,671,664,6624.66,3582.24,,10.13,19,0,0,17.4,,-7,Stage 1,0.667,3582.24,0.541,0,0,True,False,False,True,False,True,False,0.3990136127190699,3.55,0.8359525611335611,0.3990136127190699,953.38
994,2024-01-25,691,676,11226.8,7546.98,,8.5,8,0,0,11.4,,-15,Stage 1,0.441,7546.98,0.672,0,0,True,False,True,False,False,False,False,0.3364756333747876,4.05,0.8101020186136821,0.3364756333747876,1119.86
995,2021-06-16,636,595,6966.6,696.66,,12.72,31,0,0,43.2,,-41,Stage 2,0.695,696.66,0.1,0,1,True,True,False,False,False,True,False,0.600557572997408,1.4,0.7232829822397164,0.7232829822397164,350.2
996,2024-09-16,754,760,37095.41,33993.29,,7.5,0,0,0,3.6,,6,Stage 1,0.402,33993.29,0.916,0,0,True,False,True,False,False,False,False,0.18004331645059835,4.7,0.6066154692655243,0.18004331645059835,2460.35
997,2023-08-23,569,535,24886.78,17870.97,43951.92,11.94,52,0,0,16.6,0.407,-34,Stage 2,0.411,30911.44,0.718,0,1,False,False,False,True,False,False,False,0.8894458616807609,3.6166666666666663,0.999652520172191,0.999652520172191,12700.19
998,2023-05-04,666,634,9841.35,7172.79,,11.27,10,0,0,20.3,,-32,Stage 2,0.443,7172.79,0.729,0,1,True,False,False,False,False,False,False,0.4273074299614058,3.3083333333333336,0.8418301180904637,0.8418301180904637,2674.95
999,2023-12-22,730,709,8446.68,6919.12,16318.25,3.0,3,0,0,12.5,0.424,-21,Stage 1,0.644,11618.69,0.819,0,0,False,False,False,False,False,True,False,0.14508899236104048,3.958333333333333,0.4623244787967892,0.14508899236104048,1085.62
1000,2021-06-23,708,692,9721.36,2635.73,,4.47,2,0,0,42.9,,-16,Stage 1,0.675,2635.73,0.271,0,0,True,False,True,False,False,True,False,0.22432976159699136,1.4250000000000003,0.30371040085875434,0.22432976159699136,399.11
1001,2024-06-30,621,589,3780.34,3334.16,,3.83,32,0,1,6.2,,-32,Stage 2,0.468,3334.16,0.882,0,1,True,True,False,False,False,False,False,0.6997324135596945,4.483333333333333,0.9954553940634596,0.9954553940634596,1553.3
1002,2022-09-16,631,603,15069.7,3208.24,,9.91,23,0,0,27.9,,-28,Stage 1,0.669,3208.24,0.213,0,0,True,False,False,True,False,True,False,0.554635973650268,2.6750000000000003,0.8851018635042035,0.554635973650268,1190.42
1003,2024-05-23,619,576,4553.27,3921.29,7067.76,5.74,34,0,0,7.4,0.555,-43,Stage 2,0.464,5494.52,0.861,0,1,False,False,False,False,False,False,False,0.6632847235709812,4.383333333333333,0.9915309370207669,0.9915309370207669,2527.87
1004,2024-06-16,715,719,13061.02,10619.25,25637.97,12.13,0,0,0,6.6,0.414,4,Stage 1,0.878,18128.61,0.813,0,0,False,False,True,False,False,False,True,0.22500929093342192,4.45,0.6783604785375654,0.22500929093342192,3581.45
1005,2022-02-19,635,624,24667.84,11903.55,29098.13,5.72,20,0,1,34.9,0.409,-11,Stage 1,0.624,20500.84,0.483,0,0,False,True,False,False,False,True,False,0.6192631606678796,2.091666666666667,0.8673195049861002,0.6192631606678796,7921.94
